TestDataID,Rating
1,4.17976713180542
2,4.066461086273193
3,4.183666706085205
4,2.753042459487915
5,3.358372926712036
6,3.9987399578094482
7,4.431646823883057
8,2.966799736022949
9,3.264070510864258
10,2.966085910797119
11,4.171214580535889
12,3.746039628982544
13,3.1844325065612793
14,3.4041404724121094
15,3.2408368587493896
16,3.829218864440918
17,4.017224311828613
18,4.204868316650391
19,4.030599594116211
20,3.514397382736206
21,4.397209167480469
22,4.462640762329102
23,4.504571437835693
24,3.120001792907715
25,4.030435085296631
26,3.076307535171509
27,4.1022257804870605
28,3.020895481109619
29,2.173684597015381
30,3.4594709873199463
31,2.387876510620117
32,2.9125354290008545
33,3.286405324935913
34,2.965062379837036
35,4.470005035400391
36,4.127058506011963
37,4.149744510650635
38,2.997986316680908
39,3.5367634296417236
40,2.1711926460266113
41,3.6072661876678467
42,4.220088005065918
43,2.6081392765045166
44,4.339840888977051
45,4.098359107971191
46,4.143627166748047
47,3.494314670562744
48,3.933194398880005
49,3.5414793491363525
50,3.9496006965637207
51,3.4825830459594727
52,3.2190725803375244
53,4.424760341644287
54,4.747729301452637
55,4.017592906951904
56,3.5079896450042725
57,4.034825325012207
58,2.7095696926116943
59,3.965111017227173
60,3.7571489810943604
61,3.5105793476104736
62,4.134035110473633
63,4.104508399963379
64,3.8874964714050293
65,4.480125904083252
66,3.731590509414673
67,4.029645919799805
68,3.932288885116577
69,3.3715929985046387
70,4.394940376281738
71,3.2242157459259033
72,4.321561813354492
73,3.080385446548462
74,4.180819988250732
75,2.969414234161377
76,2.8102428913116455
77,4.330816268920898
78,4.016166687011719
79,4.274533271789551
80,4.500394344329834
81,4.271075248718262
82,4.3658366203308105
83,4.25029182434082
84,4.199594020843506
85,4.481804847717285
86,4.172091484069824
87,4.69097375869751
88,4.185714244842529
89,4.334580421447754
90,4.247984409332275
91,4.067389488220215
92,4.332448482513428
93,4.2145185470581055
94,4.480110168457031
95,3.969754457473755
96,4.284829139709473
97,4.082202911376953
98,4.478965759277344
99,4.107239246368408
100,4.340732097625732
101,3.661818504333496
102,4.132778167724609
103,4.610729217529297
104,4.3855977058410645
105,3.8454248905181885
106,4.451071739196777
107,3.8959908485412598
108,4.351855278015137
109,3.479177236557007
110,4.031747817993164
111,4.413660526275635
112,4.292218208312988
113,4.474792003631592
114,3.0541088581085205
115,4.081782817840576
116,1.8921401500701904
117,4.316107749938965
118,3.506070375442505
119,3.73903751373291
120,2.5261290073394775
121,1.555586576461792
122,3.326432943344116
123,4.1894402503967285
124,2.3572397232055664
125,3.0635688304901123
126,4.70026969909668
127,4.327940940856934
128,4.364513874053955
129,4.213662147521973
130,2.7466201782226562
131,3.5308072566986084
132,3.9184813499450684
133,4.234567642211914
134,4.54200553894043
135,1.7331783771514893
136,4.213883399963379
137,4.229361534118652
138,3.9103591442108154
139,4.399235248565674
140,2.9536986351013184
141,3.1010189056396484
142,4.013474941253662
143,3.213392496109009
144,3.1403610706329346
145,3.3085169792175293
146,3.1183900833129883
147,3.937354564666748
148,4.473690509796143
149,3.199780225753784
150,2.8992178440093994
151,3.21732497215271
152,3.691476583480835
153,3.809138774871826
154,2.5308547019958496
155,3.440178871154785
156,3.0925452709198
157,4.395781517028809
158,4.473423480987549
159,2.5608043670654297
160,4.270369529724121
161,3.30869460105896
162,3.287724018096924
163,2.703436851501465
164,2.661494016647339
165,3.057960033416748
166,3.3790934085845947
167,3.579716682434082
168,3.8861193656921387
169,3.023391008377075
170,4.835622787475586
171,3.596731662750244
172,4.361486911773682
173,3.573040008544922
174,4.464412689208984
175,4.264996528625488
176,4.199697017669678
177,4.593222141265869
178,4.64852237701416
179,4.882092475891113
180,2.8714869022369385
181,4.454672336578369
182,4.580533981323242
183,3.974482774734497
184,3.567185640335083
185,4.28421688079834
186,4.103495121002197
187,4.094564914703369
188,3.3536124229431152
189,4.453479290008545
190,4.362509250640869
191,3.564631462097168
192,3.801152229309082
193,3.1245388984680176
194,4.429603099822998
195,4.4442458152771
196,2.844789981842041
197,4.505343437194824
198,4.4729180335998535
199,2.8362765312194824
200,4.449649810791016
201,4.540998458862305
202,4.550382137298584
203,1.1780582666397095
204,4.340117454528809
205,1.2937613725662231
206,3.421839714050293
207,4.18547248840332
208,4.519704341888428
209,2.7297170162200928
210,4.376006603240967
211,3.6040239334106445
212,3.377328634262085
213,4.544594764709473
214,1.3973406553268433
215,4.481147289276123
216,1.8470001220703125
217,4.743597507476807
218,4.276838779449463
219,4.352344989776611
220,1.7767164707183838
221,4.452165603637695
222,4.2257981300354
223,4.642923355102539
224,4.093572616577148
225,3.395145893096924
226,3.9269447326660156
227,0.5974522233009338
228,2.6942925453186035
229,2.0447895526885986
230,4.587372303009033
231,4.024928569793701
232,3.0224273204803467
233,4.48535680770874
234,3.8211519718170166
235,2.711721658706665
236,4.541887283325195
